"zone","continent","country","state","postcode","class","weight","price","quantity","volume","cost","comment","active"
,,,"CL:231",,,"401-600",,,,"2525",,1
,,,"CL:231",,,"601-1000",,,,"2492",,1
,,,"CL:231",,,"1001-2000",,,,"2461",,1
,,,"CL:231",,,"2001-3500",,,,"2424",,1
,,,"CL:231",,,"3501-5000",,,,"2411",,1
,,,"CL:231",,,"5001-10000",,,,"2382",,1
,,,"CL:231",,,"10001-18000",,,,"2366",,1
"CALETA BOY (II Región de Antofagasta)",,,"CL:232",,,"0-3",,,,"13209",,1
,,,"CL:232",,,"3.1-6",,,,"3526",,1
,,,"CL:232",,,"6.1-10",,,,"3205",,1
,,,"CL:232",,,"10.1-20",,,,"3060",,1
,,,"CL:232",,,"21-50",,,,"2763",,1
,,,"CL:232",,,"51-100",,,,"2667",,1
,,,"CL:232",,,"101-200",,,,"2593",,1
,,,"CL:232",,,"201-400",,,,"2552",,1
,,,"CL:232",,,"401-600",,,,"2525",,1
,,,"CL:232",,,"601-1000",,,,"2492",,1
,,,"CL:232",,,"1001-2000",,,,"2461",,1
,,,"CL:232",,,"2001-3500",,,,"2424",,1
,,,"CL:232",,,"3501-5000",,,,"2411",,1
,,,"CL:232",,,"5001-10000",,,,"2382",,1
,,,"CL:232",,,"10001-18000",,,,"2366",,1
"CALETA BUENA (II Región de Antofagasta)",,,"CL:233",,,"0-3",,,,"13209",,1
,,,"CL:233",,,"3.1-6",,,,"3526",,1
,,,"CL:233",,,"6.1-10",,,,"3205",,1
,,,"CL:233",,,"10.1-20",,,,"3060",,1
,,,"CL:233",,,"21-50",,,,"2763",,1
,,,"CL:233",,,"51-100",,,,"2667",,1
,,,"CL:233",,,"101-200",,,,"2593",,1
,,,"CL:233",,,"201-400",,,,"2552",,1
,,,"CL:233",,,"401-600",,,,"2525",,1
,,,"CL:233",,,"601-1000",,,,"2492",,1
,,,"CL:233",,,"1001-2000",,,,"2461",,1
,,,"CL:233",,,"2001-3500",,,,"2424",,1
,,,"CL:233",,,"3501-5000",,,,"2411",,1
,,,"CL:233",,,"5001-10000",,,,"2382",,1
,,,"CL:233",,,"10001-18000",,,,"2366",,1
"CALETA EL COBRE (II Región de Antofagasta)",,,"CL:234",,,"0-3",,,,"13209",,1
,,,"CL:234",,,"3.1-6",,,,"3526",,1
,,,"CL:234",,,"6.1-10",,,,"3205",,1
,,,"CL:234",,,"10.1-20",,,,"3060",,1
,,,"CL:234",,,"21-50",,,,"2763",,1
,,,"CL:234",,,"51-100",,,,"2667",,1
,,,"CL:234",,,"101-200",,,,"2593",,1
,,,"CL:234",,,"201-400",,,,"2552",,1
,,,"CL:234",,,"401-600",,,,"2525",,1
,,,"CL:234",,,"601-1000",,,,"2492",,1
,,,"CL:234",,,"1001-2000",,,,"2461",,1
,,,"CL:234",,,"2001-3500",,,,"2424",,1
,,,"CL:234",,,"3501-5000",,,,"2411",,1
,,,"CL:234",,,"5001-10000",,,,"2382",,1
,,,"CL:234",,,"10001-18000",,,,"2366",,1
"CARMEN ALTO (II Región de Antofagasta)",,,"CL:235",,,"0-3",,,,"13209",,1
,,,"CL:235",,,"3.1-6",,,,"3526",,1
,,,"CL:235",,,"6.1-10",,,,"3205",,1
,,,"CL:235",,,"10.1-20",,,,"3060",,1
,,,"CL:235",,,"21-50",,,,"2763",,1
,,,"CL:235",,,"51-100",,,,"2667",,1
,,,"CL:235",,,"101-200",,,,"2593",,1
,,,"CL:235",,,"201-400",,,,"2552",,1
,,,"CL:235",,,"401-600",,,,"2525",,1
,,,"CL:235",,,"601-1000",,,,"2492",,1
,,,"CL:235",,,"1001-2000",,,,"2461",,1
,,,"CL:235",,,"2001-3500",,,,"2424",,1
,,,"CL:235",,,"3501-5000",,,,"2411",,1
,,,"CL:235",,,"5001-10000",,,,"2382",,1
,,,"CL:235",,,"10001-18000",,,,"2366",,1
"CERRO PARANAL (II Región de Antofagasta)",,,"CL:236",,,"0-3",,,,"13209",,1
,,,"CL:236",,,"3.1-6",,,,"3526",,1
,,,"CL:236",,,"6.1-10",,,,"3205",,1
,,,"CL:236",,,"10.1-20",,,,"3060",,1
,,,"CL:236",,,"21-50",,,,"2763",,1
,,,"CL:236",,,"51-100",,,,"2667",,1
,,,"CL:236",,,"101-200",,,,"2593",,1
,,,"CL:236",,,"201-400",,,,"2552",,1
,,,"CL:236",,,"401-600",,,,"2525",,1
,,,"CL:236",,,"601-1000",,,,"2492",,1
,,,"CL:236",,,"1001-2000",,,,"2461",,1
,,,"CL:236",,,"2001-3500",,,,"2424",,1
,,,"CL:236",,,"3501-5000",,,,"2411",,1
,,,"CL:236",,,"5001-10000",,,,"2382",,1
,,,"CL:236",,,"10001-18000",,,,"2366",,1
"COBIJA (II Región de Antofagasta)",,,"CL:237",,,"0-3",,,,"13209",,1
,,,"CL:237",,,"3.1-6",,,,"3526",,1
,,,"CL:237",,,"6.1-10",,,,"3205",,1
,,,"CL:237",,,"10.1-20",,,,"3060",,1
,,,"CL:237",,,"21-50",,,,"2763",,1
,,,"CL:237",,,"51-100",,,,"2667",,1
,,,"CL:237",,,"101-200",,,,"2593",,1
,,,"CL:237",,,"201-400",,,,"2552",,1
,,,"CL:237",,,"401-600",,,,"2525",,1
,,,"CL:237",,,"601-1000",,,,"2492",,1
,,,"CL:237",,,"1001-2000",,,,"2461",,1
,,,"CL:237",,,"2001-3500",,,,"2424",,1
,,,"CL:237",,,"3501-5000",,,,"2411",,1
,,,"CL:237",,,"5001-10000",,,,"2382",,1
,,,"CL:237",,,"10001-18000",,,,"2366",,1
"EL GUANACO (II Región de Antofagasta)",,,"CL:238",,,"0-3",,,,"13209",,1
,,,"CL:238",,,"3.1-6",,,,"3526",,1
,,,"CL:238",,,"6.1-10",,,,"3205",,1
,,,"CL:238",,,"10.1-20",,,,"3060",,1
,,,"CL:238",,,"21-50",,,,"2763",,1
,,,"CL:238",,,"51-100",,,,"2667",,1
,,,"CL:238",,,"101-200",,,,"2593",,1
,,,"CL:238",,,"201-400",,,,"2552",,1
,,,"CL:238",,,"401-600",,,,"2525",,1
,,,"CL:238",,,"601-1000",,,,"2492",,1
,,,"CL:238",,,"1001-2000",,,,"2461",,1
,,,"CL:238",,,"2001-3500",,,,"2424",,1
,,,"CL:238",,,"3501-5000",,,,"2411",,1
,,,"CL:238",,,"5001-10000",,,,"2382",,1
,,,"CL:238",,,"10001-18000",,,,"2366",,1
"EL MEDANO (II Región de Antofagasta)",,,"CL:239",,,"0-3",,,,"13209",,1
,,,"CL:239",,,"3.1-6",,,,"3526",,1
,,,"CL:239",,,"6.1-10",,,,"3205",,1
,,,"CL:239",,,"10.1-20",,,,"3060",,1
,,,"CL:239",,,"21-50",,,,"2763",,1
,,,"CL:239",,,"51-100",,,,"2667",,1
,,,"CL:239",,,"101-200",,,,"2593",,1
,,,"CL:239",,,"201-400",,,,"2552",,1
,,,"CL:239",,,"401-600",,,,"2525",,1
,,,"CL:239",,,"601-1000",,,,"2492",,1
,,,"CL:239",,,"1001-2000",,,,"2461",,1
,,,"CL:239",,,"2001-3500",,,,"2424",,1
,,,"CL:239",,,"3501-5000",,,,"2411",,1
,,,"CL:239",,,"5001-10000",,,,"2382",,1
,,,"CL:239",,,"10001-18000",,,,"2366",,1
"EL WAY (II Región de Antofagasta)",,,"CL:240",,,"0-3",,,,"13209",,1
,,,"CL:240",,,"3.1-6",,,,"3526",,1
,,,"CL:240",,,"6.1-10",,,,"3205",,1
,,,"CL:240",,,"10.1-20",,,,"3060",,1
,,,"CL:240",,,"21-50",,,,"2763",,1
,,,"CL:240",,,"51-100",,,,"2667",,1
,,,"CL:240",,,"101-200",,,,"2593",,1
,,,"CL:240",,,"201-400",,,,"2552",,1
,,,"CL:240",,,"401-600",,,,"2525",,1
,,,"CL:240",,,"601-1000",,,,"2492",,1
,,,"CL:240",,,"1001-2000",,,,"2461",,1
,,,"CL:240",,,"2001-3500",,,,"2424",,1
,,,"CL:240",,,"3501-5000",,,,"2411",,1
,,,"CL:240",,,"5001-10000",,,,"2382",,1
,,,"CL:240",,,"10001-18000",,,,"2366",,1
"ENSUENO (II Región de Antofagasta)",,,"CL:241",,,"0-3",,,,"13209",,1
,,,"CL:241",,,"3.1-6",,,,"3526",,1
,,,"CL:241",,,"6.1-10",,,,"3205",,1
,,,"CL:241",,,"10.1-20",,,,"3060",,1
,,,"CL:241",,,"21-50",,,,"2763",,1
,,,"CL:241",,,"51-100",,,,"2667",,1
,,,"CL:241",,,"101-200",,,,"2593",,1
,,,"CL:241",,,"201-400",,,,"2552",,1
,,,"CL:241",,,"401-600",,,,"2525",,1
,,,"CL:241",,,"601-1000",,,,"2492",,1
,,,"CL:241",,,"1001-2000",,,,"2461",,1
,,,"CL:241",,,"2001-3500",,,,"2424",,1
,,,"CL:241",,,"3501-5000",,,,"2411",,1
,,,"CL:241",,,"5001-10000",,,,"2382",,1
,,,"CL:241",,,"10001-18000",,,,"2366",,1
"ESTACION AGUA BUENA (II Región de Antofagasta)",,,"CL:242",,,"0-3",,,,"13209",,1
,,,"CL:242",,,"3.1-6",,,,"3526",,1
,,,"CL:242",,,"6.1-10",,,,"3205",,1
,,,"CL:242",,,"10.1-20",,,,"3060",,1
,,,"CL:242",,,"21-50",,,,"2763",,1
,,,"CL:242",,,"51-100",,,,"2667",,1
,,,"CL:242",,,"101-200",,,,"2593",,1
,,,"CL:242",,,"201-400",,,,"2552",,1
,,,"CL:242",,,"401-600",,,,"2525",,1
,,,"CL:242",,,"601-1000",,,,"2492",,1
,,,"CL:242",,,"1001-2000",,,,"2461",,1
,,,"CL:242",,,"2001-3500",,,,"2424",,1
,,,"CL:242",,,"3501-5000",,,,"2411",,1
,,,"CL:242",,,"5001-10000",,,,"2382",,1
,,,"CL:242",,,"10001-18000",,,,"2366",,1
"ESTACION AGUAS BLANCAS (II Región de Antofagasta)",,,"CL:243",,,"0-3",,,,"13209",,1
,,,"CL:243",,,"3.1-6",,,,"3526",,1
,,,"CL:243",,,"6.1-10",,,,"3205",,1
,,,"CL:243",,,"10.1-20",,,,"3060",,1
,,,"CL:243",,,"21-50",,,,"2763",,1
,,,"CL:243",,,"51-100",,,,"2667",,1
,,,"CL:243",,,"101-200",,,,"2593",,1
,,,"CL:243",,,"201-400",,,,"2552",,1
,,,"CL:243",,,"401-600",,,,"2525",,1
,,,"CL:243",,,"601-1000",,,,"2492",,1
,,,"CL:243",,,"1001-2000",,,,"2461",,1
,,,"CL:243",,,"2001-3500",,,,"2424",,1
,,,"CL:243",,,"3501-5000",,,,"2411",,1
,,,"CL:243",,,"5001-10000",,,,"2382",,1
,,,"CL:243",,,"10001-18000",,,,"2366",,1
"ESTACION AUGUSTA VICTORIA (II Región de Antofagasta)",,,"CL:244",,,"0-3",,,,"13209",,1
,,,"CL:244",,,"3.1-6",,,,"3526",,1
,,,"CL:244",,,"6.1-10",,,,"3205",,1
,,,"CL:244",,,"10.1-20",,,,"3060",,1
,,,"CL:244",,,"21-50",,,,"2763",,1
,,,"CL:244",,,"51-100",,,,"2667",,1
,,,"CL:244",,,"101-200",,,,"2593",,1
,,,"CL:244",,,"201-400",,,,"2552",,1
,,,"CL:244",,,"401-600",,,,"2525",,1
,,,"CL:244",,,"601-1000",,,,"2492",,1
,,,"CL:244",,,"1001-2000",,,,"2461",,1
,,,"CL:244",,,"2001-3500",,,,"2424",,1
,,,"CL:244",,,"3501-5000",,,,"2411",,1
,,,"CL:244",,,"5001-10000",,,,"2382",,1
,,,"CL:244",,,"10001-18000",,,,"2366",,1
"ESTACION CATALINA (II Región de Antofagasta)",,,"CL:245",,,"0-3",,,,"13209",,1
,,,"CL:245",,,"3.1-6",,,,"3526",,1
,,,"CL:245",,,"6.1-10",,,,"3205",,1
,,,"CL:245",,,"10.1-20",,,,"3060",,1
,,,"CL:245",,,"21-50",,,,"2763",,1
,,,"CL:245",,,"51-100",,,,"2667",,1
,,,"CL:245",,,"101-200",,,,"2593",,1
,,,"CL:245",,,"201-400",,,,"2552",,1
,,,"CL:245",,,"401-600",,,,"2525",,1
,,,"CL:245",,,"601-1000",,,,"2492",,1
,,,"CL:245",,,"1001-2000",,,,"2461",,1
,,,"CL:245",,,"2001-3500",,,,"2424",,1
,,,"CL:245",,,"3501-5000",,,,"2411",,1
,,,"CL:245",,,"5001-10000",,,,"2382",,1
,,,"CL:245",,,"10001-18000",,,,"2366",,1
"ESTACION LOS VIENTOS (II Región de Antofagasta)",,,"CL:246",,,"0-3",,,,"13209",,1
,,,"CL:246",,,"3.1-6",,,,"3526",,1
,,,"CL:246",,,"6.1-10",,,,"3205",,1
,,,"CL:246",,,"10.1-20",,,,"3060",,1
,,,"CL:246",,,"21-50",,,,"2763",,1
,,,"CL:246",,,"51-100",,,,"2667",,1
,,,"CL:246",,,"101-200",,,,"2593",,1
,,,"CL:246",,,"201-400",,,,"2552",,1
,,,"CL:246",,,"401-600",,,,"2525",,1
,,,"CL:246",,,"601-1000",,,,"2492",,1
,,,"CL:246",,,"1001-2000",,,,"2461",,1
,,,"CL:246",,,"2001-3500",,,,"2424",,1
,,,"CL:246",,,"3501-5000",,,,"2411",,1
,,,"CL:246",,,"5001-10000",,,,"2382",,1
,,,"CL:246",,,"10001-18000",,,,"2366",,1
"ESTACION MIRAJE (II Región de Antofagasta)",,,"CL:247",,,"0-3",,,,"13209",,1
,,,"CL:247",,,"3.1-6",,,,"3526",,1
,,,"CL:247",,,"6.1-10",,,,"3205",,1
,,,"CL:247",,,"10.1-20",,,,"3060",,1
,,,"CL:247",,,"21-50",,,,"2763",,1
,,,"CL:247",,,"51-100",,,,"2667",,1
,,,"CL:247",,,"101-200",,,,"2593",,1
,,,"CL:247",,,"201-400",,,,"2552",,1
,,,"CL:247",,,"401-600",,,,"2525",,1
,,,"CL:247",,,"601-1000",,,,"2492",,1
,,,"CL:247",,,"1001-2000",,,,"2461",,1
,,,"CL:247",,,"2001-3500",,,,"2424",,1
,,,"CL:247",,,"3501-5000",,,,"2411",,1
,,,"CL:247",,,"5001-10000",,,,"2382",,1
,,,"CL:247",,,"10001-18000",,,,"2366",,1
"ESTACION MONTURAQUI (II Región de Antofagasta)",,,"CL:248",,,"0-3",,,,"13209",,1
,,,"CL:248",,,"3.1-6",,,,"3526",,1
,,,"CL:248",,,"6.1-10",,,,"3205",,1
,,,"CL:248",,,"10.1-20",,,,"3060",,1
,,,"CL:248",,,"21-50",,,,"2763",,1
,,,"CL:248",,,"51-100",,,,"2667",,1
,,,"CL:248",,,"101-200",,,,"2593",,1
,,,"CL:248",,,"201-400",,,,"2552",,1
,,,"CL:248",,,"401-600",,,,"2525",,1
,,,"CL:248",,,"601-1000",,,,"2492",,1
,,,"CL:248",,,"1001-2000",,,,"2461",,1
,,,"CL:248",,,"2001-3500",,,,"2424",,1
,,,"CL:248",,,"3501-5000",,,,"2411",,1
,,,"CL:248",,,"5001-10000",,,,"2382",,1
,,,"CL:248",,,"10001-18000",,,,"2366",,1
"ESTACION O`HIGGINS (II Región de Antofagasta)",,,"CL:249",,,"0-3",,,,"13209",,1
,,,"CL:249",,,"3.1-6",,,,"3526",,1
,,,"CL:249",,,"6.1-10",,,,"3205",,1
,,,"CL:249",,,"10.1-20",,,,"3060",,1
,,,"CL:249",,,"21-50",,,,"2763",,1
,,,"CL:249",,,"51-100",,,,"2667",,1
,,,"CL:249",,,"101-200",,,,"2593",,1
,,,"CL:249",,,"201-400",,,,"2552",,1
,,,"CL:249",,,"401-600",,,,"2525",,1
,,,"CL:249",,,"601-1000",,,,"2492",,1
,,,"CL:249",,,"1001-2000",,,,"2461",,1
,,,"CL:249",,,"2001-3500",,,,"2424",,1
,,,"CL:249",,,"3501-5000",,,,"2411",,1
,,,"CL:249",,,"5001-10000",,,,"2382",,1
,,,"CL:249",,,"10001-18000",,,,"2366",,1
"ESTACION PALESTINA (II Región de Antofagasta)",,,"CL:250",,,"0-3",,,,"13209",,1
,,,"CL:250",,,"3.1-6",,,,"3526",,1
,,,"CL:250",,,"6.1-10",,,,"3205",,1
,,,"CL:250",,,"10.1-20",,,,"3060",,1
,,,"CL:250",,,"21-50",,,,"2763",,1
,,,"CL:250",,,"51-100",,,,"2667",,1
,,,"CL:250",,,"101-200",,,,"2593",,1
,,,"CL:250",,,"201-400",,,,"2552",,1
,,,"CL:250",,,"401-600",,,,"2525",,1
,,,"CL:250",,,"601-1000",,,,"2492",,1
,,,"CL:250",,,"1001-2000",,,,"2461",,1
,,,"CL:250",,,"2001-3500",,,,"2424",,1
,,,"CL:250",,,"3501-5000",,,,"2411",,1
,,,"CL:250",,,"5001-10000",,,,"2382",,1
,,,"CL:250",,,"10001-18000",,,,"2366",,1
"ESTACION PAN DE AZUCAR (II Región de Antofagasta)",,,"CL:251",,,"0-3",,,,"13209",,1
,,,"CL:251",,,"3.1-6",,,,"3526",,1
,,,"CL:251",,,"6.1-10",,,,"3205",,1
,,,"CL:251",,,"10.1-20",,,,"3060",,1
,,,"CL:251",,,"21-50",,,,"2763",,1
,,,"CL:251",,,"51-100",,,,"2667",,1
,,,"CL:251",,,"101-200",,,,"2593",,1
,,,"CL:251",,,"201-400",,,,"2552",,1
,,,"CL:251",,,"401-600",,,,"2525",,1
,,,"CL:251",,,"601-1000",,,,"2492",,1
,,,"CL:251",,,"1001-2000",,,,"2461",,1
,,,"CL:251",,,"2001-3500",,,,"2424",,1
,,,"CL:251",,,"3501-5000",,,,"2411",,1
,,,"CL:251",,,"5001-10000",,,,"2382",,1
,,,"CL:251",,,"10001-18000",,,,"2366",,1
"ESTACION SOCOMPA (II Región de Antofagasta)",,,"CL:252",,,"0-3",,,,"13209",,1
,,,"CL:252",,,"3.1-6",,,,"3526",,1
,,,"CL:252",,,"6.1-10",,,,"3205",,1
,,,"CL:252",,,"10.1-20",,,,"3060",,1
,,,"CL:252",,,"21-50",,,,"2763",,1
,,,"CL:252",,,"51-100",,,,"2667",,1
,,,"CL:252",,,"101-200",,,,"2593",,1
,,,"CL:252",,,"201-400",,,,"2552",,1
,,,"CL:252",,,"401-600",,,,"2525",,1
,,,"CL:252",,,"601-1000",,,,"2492",,1
,,,"CL:252",,,"1001-2000",,,,"2461",,1
,,,"CL:252",,,"2001-3500",,,,"2424",,1
,,,"CL:252",,,"3501-5000",,,,"2411",,1
,,,"CL:252",,,"5001-10000",,,,"2382",,1
,,,"CL:252",,,"10001-18000",,,,"2366",,1
"ESTACION VARILLA (II Región de Antofagasta)",,,"CL:253",,,"0-3",,,,"13209",,1
,,,"CL:253",,,"3.1-6",,,,"3526",,1
,,,"CL:253",,,"6.1-10",,,,"3205",,1
,,,"CL:253",,,"10.1-20",,,,"3060",,1
,,,"CL:253",,,"21-50",,,,"2763",,1
,,,"CL:253",,,"51-100",,,,"2667",,1
,,,"CL:253",,,"101-200",,,,"2593",,1
,,,"CL:253",,,"201-400",,,,"2552",,1
,,,"CL:253",,,"401-600",,,,"2525",,1
,,,"CL:253",,,"601-1000",,,,"2492",,1
,,,"CL:253",,,"1001-2000",,,,"2461",,1
,,,"CL:253",,,"2001-3500",,,,"2424",,1
,,,"CL:253",,,"3501-5000",,,,"2411",,1
,,,"CL:253",,,"5001-10000",,,,"2382",,1
,,,"CL:253",,,"10001-18000",,,,"2366",,1
"EX OFICINA ALEMANIA (II Región de Antofagasta)",,,"CL:254",,,"0-3",,,,"13209",,1
,,,"CL:254",,,"3.1-6",,,,"3526",,1
,,,"CL:254",,,"6.1-10",,,,"3205",,1
,,,"CL:254",,,"10.1-20",,,,"3060",,1
,,,"CL:254",,,"21-50",,,,"2763",,1
,,,"CL:254",,,"51-100",,,,"2667",,1
,,,"CL:254",,,"101-200",,,,"2593",,1
,,,"CL:254",,,"201-400",,,,"2552",,1
,,,"CL:254",,,"401-600",,,,"2525",,1
,,,"CL:254",,,"601-1000",,,,"2492",,1
,,,"CL:254",,,"1001-2000",,,,"2461",,1
,,,"CL:254",,,"2001-3500",,,,"2424",,1
,,,"CL:254",,,"3501-5000",,,,"2411",,1
,,,"CL:254",,,"5001-10000",,,,"2382",,1
,,,"CL:254",,,"10001-18000",,,,"2366",,1
"EX OFICINA CHILE (II Región de Antofagasta)",,,"CL:255",,,"0-3",,,,"13209",,1
,,,"CL:255",,,"3.1-6",,,,"3526",,1
,,,"CL:255",,,"6.1-10",,,,"3205",,1
,,,"CL:255",,,"10.1-20",,,,"3060",,1
,,,"CL:255",,,"21-50",,,,"2763",,1
,,,"CL:255",,,"51-100",,,,"2667",,1
,,,"CL:255",,,"101-200",,,,"2593",,1
,,,"CL:255",,,"201-400",,,,"2552",,1
,,,"CL:255",,,"401-600",,,,"2525",,1
,,,"CL:255",,,"601-1000",,,,"2492",,1
,,,"CL:255",,,"1001-2000",,,,"2461",,1
,,,"CL:255",,,"2001-3500",,,,"2424",,1
,,,"CL:255",,,"3501-5000",,,,"2411",,1
,,,"CL:255",,,"5001-10000",,,,"2382",,1
,,,"CL:255",,,"10001-18000",,,,"2366",,1
"EX OFICINA FLOR DE CHILE (II Región de Antofagasta)",,,"CL:256",,,"0-3",,,,"13209",,1
,,,"CL:256",,,"3.1-6",,,,"3526",,1
,,,"CL:256",,,"6.1-10",,,,"3205",,1
,,,"CL:256",,,"10.1-20",,,,"3060",,1
,,,"CL:256",,,"21-50",,,,"2763",,1
,,,"CL:256",,,"51-100",,,,"2667",,1
,,,"CL:256",,,"101-200",,,,"2593",,1
,,,"CL:256",,,"201-400",,,,"2552",,1
,,,"CL:256",,,"401-600",,,,"2525",,1
,,,"CL:256",,,"601-1000",,,,"2492",,1
,,,"CL:256",,,"1001-2000",,,,"2461",,1
,,,"CL:256",,,"2001-3500",,,,"2424",,1
,,,"CL:256",,,"3501-5000",,,,"2411",,1
,,,"CL:256",,,"5001-10000",,,,"2382",,1
,,,"CL:256",,,"10001-18000",,,,"2366",,1
"ISLA SANTA MARIA (II Región de Antofagasta)",,,"CL:257",,,"0-3",,,,"13209",,1
,,,"CL:257",,,"3.1-6",,,,"3526",,1
,,,"CL:257",,,"6.1-10",,,,"3205",,1
,,,"CL:257",,,"10.1-20",,,,"3060",,1
,,,"CL:257",,,"21-50",,,,"2763",,1
,,,"CL:257",,,"51-100",,,,"2667",,1
,,,"CL:257",,,"101-200",,,,"2593",,1
,,,"CL:257",,,"201-400",,,,"2552",,1
,,,"CL:257",,,"401-600",,,,"2525",,1
,,,"CL:257",,,"601-1000",,,,"2492",,1
,,,"CL:257",,,"1001-2000",,,,"2461",,1
,,,"CL:257",,,"2001-3500",,,,"2424",,1
,,,"CL:257",,,"3501-5000",,,,"2411",,1
,,,"CL:257",,,"5001-10000",,,,"2382",,1
,,,"CL:257",,,"10001-18000",,,,"2366",,1
"MICHILLA (II Región de Antofagasta)",,,"CL:258",,,"0-3",,,,"13209",,1
,,,"CL:258",,,"3.1-6",,,,"3526",,1
,,,"CL:258",,,"6.1-10",,,,"3205",,1
,,,"CL:258",,,"10.1-20",,,,"3060",,1
,,,"CL:258",,,"21-50",,,,"2763",,1
,,,"CL:258",,,"51-100",,,,"2667",,1
,,,"CL:258",,,"101-200",,,,"2593",,1
,,,"CL:258",,,"201-400",,,,"2552",,1
,,,"CL:258",,,"401-600",,,,"2525",,1
,,,"CL:258",,,"601-1000",,,,"2492",,1
,,,"CL:258",,,"1001-2000",,,,"2461",,1
,,,"CL:258",,,"2001-3500",,,,"2424",,1
,,,"CL:258",,,"3501-5000",,,,"2411",,1
,,,"CL:258",,,"5001-10000",,,,"2382",,1
,,,"CL:258",,,"10001-18000",,,,"2366",,1
"MINERA ZALDIVAR (II Región de Antofagasta)",,,"CL:259",,,"0-3",,,,"13209",,1
,,,"CL:259",,,"3.1-6",,,,"3526",,1
,,,"CL:259",,,"6.1-10",,,,"3205",,1
,,,"CL:259",,,"10.1-20",,,,"3060",,1
,,,"CL:259",,,"21-50",,,,"2763",,1
,,,"CL:259",,,"51-100",,,,"2667",,1
,,,"CL:259",,,"101-200",,,,"2593",,1
,,,"CL:259",,,"201-400",,,,"2552",,1
,,,"CL:259",,,"401-600",,,,"2525",,1
,,,"CL:259",,,"601-1000",,,,"2492",,1
,,,"CL:259",,,"1001-2000",,,,"2461",,1
,,,"CL:259",,,"2001-3500",,,,"2424",,1
,,,"CL:259",,,"3501-5000",,,,"2411",,1
,,,"CL:259",,,"5001-10000",,,,"2382",,1
,,,"CL:259",,,"10001-18000",,,,"2366",,1
"OFICINA PEDRO DE VALDIVIA (II Región de Antofagasta)",,,"CL:260",,,"0-3",,,,"13209",,1
,,,"CL:260",,,"3.1-6",,,,"3526",,1
,,,"CL:260",,,"6.1-10",,,,"3205",,1
,,,"CL:260",,,"10.1-20",,,,"3060",,1
,,,"CL:260",,,"21-50",,,,"2763",,1
,,,"CL:260",,,"51-100",,,,"2667",,1
,,,"CL:260",,,"101-200",,,,"2593",,1
,,,"CL:260",,,"201-400",,,,"2552",,1
,,,"CL:260",,,"401-600",,,,"2525",,1
,,,"CL:260",,,"601-1000",,,,"2492",,1
,,,"CL:260",,,"1001-2000",,,,"2461",,1
,,,"CL:260",,,"2001-3500",,,,"2424",,1
,,,"CL:260",,,"3501-5000",,,,"2411",,1
,,,"CL:260",,,"5001-10000",,,,"2382",,1
,,,"CL:260",,,"10001-18000",,,,"2366",,1
"OFICINA VERGARA (II Región de Antofagasta)",,,"CL:261",,,"0-3",,,,"13209",,1
,,,"CL:261",,,"3.1-6",,,,"3526",,1
,,,"CL:261",,,"6.1-10",,,,"3205",,1
,,,"CL:261",,,"10.1-20",,,,"3060",,1
,,,"CL:261",,,"21-50",,,,"2763",,1
,,,"CL:261",,,"51-100",,,,"2667",,1
,,,"CL:261",,,"101-200",,,,"2593",,1
,,,"CL:261",,,"201-400",,,,"2552",,1
,,,"CL:261",,,"401-600",,,,"2525",,1
,,,"CL:261",,,"601-1000",,,,"2492",,1
,,,"CL:261",,,"1001-2000",,,,"2461",,1
,,,"CL:261",,,"2001-3500",,,,"2424",,1
,,,"CL:261",,,"3501-5000",,,,"2411",,1
,,,"CL:261",,,"5001-10000",,,,"2382",,1
,,,"CL:261",,,"10001-18000",,,,"2366",,1
"PAPOSO (II Región de Antofagasta)",,,"CL:262",,,"0-3",,,,"13209",,1
,,,"CL:262",,,"3.1-6",,,,"3526",,1
,,,"CL:262",,,"6.1-10",,,,"3205",,1
,,,"CL:262",,,"10.1-20",,,,"3060",,1
,,,"CL:262",,,"21-50",,,,"2763",,1
,,,"CL:262",,,"51-100",,,,"2667",,1
,,,"CL:262",,,"101-200",,,,"2593",,1
,,,"CL:262",,,"201-400",,,,"2552",,1
,,,"CL:262",,,"401-600",,,,"2525",,1
,,,"CL:262",,,"601-1000",,,,"2492",,1
,,,"CL:262",,,"1001-2000",,,,"2461",,1
,,,"CL:262",,,"2001-3500",,,,"2424",,1
,,,"CL:262",,,"3501-5000",,,,"2411",,1
,,,"CL:262",,,"5001-10000",,,,"2382",,1
,,,"CL:262",,,"10001-18000",,,,"2366",,1
"PARANAL (II Región de Antofagasta)",,,"CL:263",,,"0-3",,,,"13209",,1
,,,"CL:263",,,"3.1-6",,,,"3526",,1
,,,"CL:263",,,"6.1-10",,,,"3205",,1
,,,"CL:263",,,"10.1-20",,,,"3060",,1
,,,"CL:263",,,"21-50",,,,"2763",,1
,,,"CL:263",,,"51-100",,,,"2667",,1
,,,"CL:263",,,"101-200",,,,"2593",,1
,,,"CL:263",,,"201-400",,,,"2552",,1
,,,"CL:263",,,"401-600",,,,"2525",,1
,,,"CL:263",,,"601-1000",,,,"2492",,1
,,,"CL:263",,,"1001-2000",,,,"2461",,1
,,,"CL:263",,,"2001-3500",,,,"2424",,1
,,,"CL:263",,,"3501-5000",,,,"2411",,1
,,,"CL:263",,,"5001-10000",,,,"2382",,1
